asin,name,brand,price,ratings,image,srcset,url
B07QXRRNNB,Blusas Camisetas Mujeres Manga Corta Suelta Manga Corta Cuello Bolsillos Botones Tops,VEMOW,"5,71 €","3,0 de 5 estrellas",https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61R8KGjFJAL._AC_UL960_QL65_.jpg 3x",/VEMOW-Camisetas-Mujeres-Bolsillos-Tops/dp/B07QXRRNNB/ref=sr_1_1691?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1691
B07MZR8SW1,Mujeres Verano Moda Casual Color sólido Mangas Cortas Sexy Camisetas básicas Tops Recortado Cuello Redondo Cabestro Corto Ombligo Corto Apretado Camiseta Blusa,VJGOAL,"6,99 €",-1,https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/51taeDB17wL._AC_UL960_QL65_.jpg 3x",/VJGOAL-Camisetas-Recortado-Cabestro-Apretado/dp/B07MZR8SW1/ref=sr_1_1692?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1692
B07QLZSW7N,Blusa para Mujer,Cecil,"21,84 €","3,0 de 5 estrellas",https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61IhDnys-eL._AC_UL960_QL65_.jpg 3x",/Cecil-341573-Amarillo-Ceylon-Yellow/dp/B07QLZSW7N/ref=sr_1_1693?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1693
B07CGB55X8,Camisetas Mujer Tallas Grandes XL~5XL Camisetas Encaje Mujer Verano Blusa Mujer Elegante Camisetas Mujer Manga Corta Algodón Camiseta Mujer Camisetas Mujer Fiesta,FAMILIZO,"3,58 €",-1,https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61-EePG6geL._AC_UL960_QL65_.jpg 3x",/FAMILIZO-Camisetas-%E2%9D%A4%EF%B8%8FXL-5XL-Elegante-Camiseta/dp/B07CGB55X8/ref=sr_1_1694?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1694
B07VRWNZ9V,Onlkimi LS Raglan Overs Check Dnm Shirt Blusa para Mujer,Only,"15,27 €",-1,https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/71a0Yy3fx3L._AC_UL960_QL65_.jpg 3x",/Only-Onlkimi-Raglan-Overs-Fabricante/dp/B07VRWNZ9V/ref=sr_1_1695?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1695
B078S527NY,La Mujer Casual con Cuello Camisa De Lino Manga Larga Blusas Tops De Oficina,Suvotimo,"9,99 €","1,0 de 5 estrellas",https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61kfQssXTSL._AC_UL960_QL65_.jpg 3x",/Suvotimo-Casual-Cuello-Camisa-Oficina/dp/B078S527NY/ref=sr_1_1696?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1696
B07QTKRSF1,Moda para Mujer Tallas Grandes SóLido O-Cuello Encaje Hombro Camiseta Manga Corta Tops Blusa Camiseta De Gasa para Mujer Casual XL-XXXXXL,YWLINK,"5,10 €","2,0 de 5 estrellas",https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/613Cjnc1xKL._AC_UL960_QL65_.jpg 3x",/YWLINK-Grandes-Cuello-Camiseta-XL-XXXXXL/dp/B07QTKRSF1/ref=sr_1_1697?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1697
B07GDZGMJD,Mujeres Camisa Elegante Blusa Floral Embroidered Stand Cuello Blusa Primavera Verano Floral Camisa Manga Larga Irregulares Tops Camisas,ShallGood,"7,71 €","5,0 de 5 estrellas",https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61EhY9mx3cL._AC_UL960_QL65_.jpg 3x",/ShallGood-Elegante-Embroidered-Primavera-Irregulares/dp/B07GDZGMJD/ref=sr_1_1698?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1698
B07HG1JBQ7,Mujer Camiseta de Manga Larga con Cuello Redondo Blusa Casual de Algodón Camisa Sólido,FeelinGirl,"18,99 €","3,8 de 5 estrellas",https://m.media-amazon.com/images/I/61anTeLketL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61anTeLketL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61anTeLketL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61anTeLketL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61anTeLketL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61anTeLketL._AC_UL960_QL65_.jpg 3x",/FeelinGirl-Camiseta-Cuello-Redondo-Algod%C3%B3n/dp/B07HG1JBQ7/ref=sr_1_1699?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1699
B084CPPLTM,Blusas para Mujer,Street One,"33,63 €",-1,https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/61J9CjB990L._AC_UL960_QL65_.jpg 3x",/Street-One-341952-Odetta-Blusas/dp/B084CPPLTM/ref=sr_1_1700?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1700
B01MEGOKSF,Mujer Camisa Ancha a Cuadros,oodji Ultra,"10,80 €","3,8 de 5 estrellas",https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91o5e2EBFzL._AC_UL960_QL65_.jpg 3x",/oodji-Ultra-Mujer-Camisa-Cuadros/dp/B01MEGOKSF/ref=sr_1_1701?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1701
B07CSCPQH3,Evia Blusa para Mujer,Pepe Jeans,"65,74 €","4,5 de 5 estrellas",https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91PxF26OKJL._AC_UL960_QL65_.jpg 3x",/Pepe-Jeans-Blusa-Mujer-Medium/dp/B07CSCPQH3/ref=sr_1_1702?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1702
B01LX4J85D,Original King Kameha | Funky Blusa Hawaiana Mujeres | XS-6XL | Manga Corta Bolsillo Delantero| impresión De Hawaii | Wedding,V.H.O.,"17,99 €","3,6 de 5 estrellas",https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/71cMBlpJbtL._AC_UL960_QL65_.jpg 3x",/Funky-Blusa-Hawaiana-Wedding-blue/dp/B01LX4J85D/ref=sr_1_1703?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1703
B07GKY5L21,SHOBDW LiquidacióN De Ventas Moda SeñOras Formales De La Oficina Mujer De ImpresióN Gasa Collar del Soporte Camisa Retro Blusa OtoñO Invierno De Manga Larga Tops,SHOBDW Camisetas de manga larga,"9,99 €","2,0 de 5 estrellas",https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/71fXYP0-LWL._AC_UL960_QL65_.jpg 3x",/SHOBDW-Liquidaci%C3%B3N-Formales-Impresi%C3%B3N-Invierno/dp/B07GKY5L21/ref=sr_1_1704?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1704
B07MMNCV17,Blusa para Mujer,Gant,"22,60 €",-1,https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/71VfswhYGjL._AC_UL960_QL65_.jpg 3x",/Gant-Ruffle-Shirt-Blanco-Fabricante/dp/B07MMNCV17/ref=sr_1_1705?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1705
B07WLYDDFC,Blusa para Mujer,Springfield,"25,99 €",-1,https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91qNzngaJSL._AC_UL960_QL65_.jpg 3x",/Springfield-7-T-Camisa-Lino-C-Dark_Blue-Fabricante/dp/B07WLYDDFC/ref=sr_1_1706?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1706
B0779JFKGB,Blusa para Mujer,Pepe Jeans,"33,48 €","1,5 de 5 estrellas",https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/91KV8kEbZ6L._AC_UL960_QL65_.jpg 3x",/Pepe-Jeans-Blusa-Mujer-Multicolor/dp/B0779JFKGB/ref=sr_1_1707?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1707
B089DXM2L8,Partido de las mujeres de la chispa de las lenteju Lentejuelas T-top De La Camisa Del Patrón De Estrella Del Club Del Partido De Las Mujeres Ocasionales Largo De Manga Corta Camisa Blusa Crop Tops,Amio,"58,21 €",-1,https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/610A3K6wt1L._AC_UL960_QL65_.jpg 3x",/Partido-mujeres-Lentejuelas-Estrella-Ocasionales/dp/B089DXM2L8/ref=sr_1_1708?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1708
B07V1V52QR,Top Blusa Mujer Steampunk Renacimiento Blusa Gótico Medieval Top Lolita Bohemia Manga Larga Vintage Cuello Cuadrado Vintage,SCARLET DARKNESS,"27,89 €","3,9 de 5 estrellas",https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL320_.jpg,"https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL320_.jpg 1x, https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL480_QL65_.jpg 1.5x, https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL640_QL65_.jpg 2x, https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL800_QL65_.jpg 2.5x, https://m.media-amazon.com/images/I/51TOgDJaK8L._AC_UL960_QL65_.jpg 3x",/Renacentista-Steampunk-Medieval-Bohemia-Cuadrado/dp/B07V1V52QR/ref=sr_1_1709?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&qid=1593187862&s=apparel&sr=1-1709
